id,city,hour,is_workday,weather,temp_1,temp_2,wind,y
1804,1,18,1,1,22.2,22.1,2,97
1805,0,10,0,2,11.9,12.2,0,89
1806,0,19,1,1,20.2,24.0,0,147
1807,1,18,0,2,15.8,16.3,3,11
1808,1,15,0,1,7.9,5.9,1,65
1809,1,14,1,2,11.1,11.3,2,30
1810,1,13,1,2,21.3,24.2,1,51
1811,1,20,1,1,26.3,30.5,0,66
1812,0,17,0,1,21.6,24.5,1,136
1813,0,4,1,1,14.9,15.3,1,0
1814,0,23,1,2,17.6,18.2,0,29
1815,0,6,1,1,8.7,6.8,1,22
1816,0,16,1,1,31.5,35.0,2,126
1817,0,20,1,1,4.0,-1.2,4,45
1818,0,1,1,1,22.9,22.9,1,6
1819,1,7,0,2,6.1,2.0,2,4
1820,0,19,1,1,10.3,10.4,2,85
1821,0,19,1,2,28.2,30.5,4,91
1822,0,16,1,1,14.9,15.3,2,89
1823,0,5,1,1,20.2,22.0,1,9
1824,1,6,1,1,1.2,-4.2,2,13
1825,0,17,1,3,3.1,0.8,0,39
1826,0,2,0,2,19.9,19.7,0,30
1827,1,15,1,2,16.1,16.7,0,21
1828,0,17,1,1,33.9,40.6,3,187
1829,0,0,0,1,10.5,10.7,2,28
1830,1,3,0,2,16.1,16.7,0,9
1831,1,4,1,1,21.7,23.6,2,1
1832,0,18,1,1,15.3,15.8,4,123
1833,1,12,0,2,0.4,-3.1,1,24
1834,1,9,1,1,7.0,3.0,3,51
1835,0,21,1,1,18.4,19.1,1,72
1836,1,3,1,2,22.6,21.5,0,1
1837,0,23,1,1,16.5,17.1,1,45
1838,0,14,1,1,32.1,36.7,2,82
1839,1,8,0,2,3.2,2.9,0,17
1840,1,11,1,1,4.8,1.6,2,26
1841,0,18,1,1,18.3,19.0,4,138
1842,0,1,1,1,20.4,25.2,1,5
1843,0,22,1,2,12.2,12.5,0,40
1844,1,11,1,2,18.5,19.2,3,39
1845,0,17,1,1,20.0,24.8,0,216
1846,0,18,1,3,21.3,20.2,0,175
1847,1,11,1,2,26.5,30.7,2,49
1848,0,21,1,2,5.6,2.5,2,38
1849,0,5,0,1,28.8,33.1,0,0
1850,1,17,1,1,28.0,31.3,2,166
1851,0,10,1,2,17.6,18.2,0,50
1852,1,15,1,1,9.3,6.4,2,34
1853,0,17,1,1,25.1,26.2,0,171
1854,0,6,0,2,10.9,11.1,0,2
1855,1,20,1,3,11.5,11.8,0,9
1856,0,12,0,1,22.1,25.0,2,163
1857,1,5,1,1,1.2,-2.2,1,1
1858,1,4,1,2,8.8,8.9,0,0
1859,0,19,1,2,8.2,8.2,0,79
1860,1,9,1,2,8.0,6.0,1,52
1861,0,7,0,1,4.8,-0.4,4,5
1862,0,11,1,1,9.1,6.2,2,34
1863,0,6,1,2,11.8,12.1,2,17
1864,0,14,1,1,22.0,24.9,1,68
1865,1,11,1,1,30.5,37.0,0,38
1866,0,17,0,1,18.7,19.4,2,183
1867,0,21,1,2,13.9,14.3,1,62
1868,1,5,1,1,2.5,-1.8,2,3
1869,1,16,1,2,17.7,18.3,2,42
1870,0,15,1,1,10.0,10.1,0,54
1871,0,21,0,1,3.1,2.8,0,10
1872,0,0,1,3,8.3,6.3,1,0
1873,1,17,0,1,5.5,1.3,2,55
1874,1,18,1,1,1.0,-4.4,3,45
1875,0,8,1,1,-7.6,-12.5,1,79
1876,1,9,1,2,11.3,11.6,0,63
1877,1,14,0,1,13.7,14.1,5,58
1878,1,13,1,2,18.9,19.6,0,48
1879,0,18,1,1,26.2,27.4,2,205
1880,1,11,1,1,11.1,11.3,1,38
1881,1,10,1,1,24.5,26.6,0,40
1882,0,16,1,1,29.4,31.8,1,122
1883,1,22,0,1,22.3,24.2,0,29
1884,0,22,1,1,10.4,10.6,2,40
1885,1,3,1,1,3.4,1.1,0,1
1886,0,23,1,1,13.4,13.8,0,33
1887,1,18,1,1,5.8,3.7,1,62
1888,0,5,1,2,1.0,-2.4,1,2
1889,0,20,1,1,18.3,19.0,1,106
1890,0,12,1,1,11.8,12.1,2,35
1891,0,5,0,1,24.1,26.1,0,5
1892,1,13,0,2,27.2,31.4,2,45
1893,1,1,1,1,20.8,22.7,1,6
1894,1,7,1,2,6.1,3.0,2,24
1895,1,21,1,1,11.2,11.4,4,39
1896,0,10,1,2,13.8,14.2,1,34
1897,1,6,0,1,24.5,27.6,1,3
1898,1,15,0,1,7.3,4.3,2,29
1899,1,9,1,1,-2.5,-8.1,2,42
1900,1,17,1,1,27.7,27.0,4,171
1901,0,10,1,1,12.4,12.7,0,55
1902,1,23,1,1,5.7,1.5,2,15
1903,1,22,1,2,2.1,0.8,0,9
1904,0,20,1,2,9.6,9.7,2,74
1905,0,0,0,1,10.5,10.7,4,9
1906,1,10,1,2,18.2,18.9,0,30
1907,0,6,0,1,23.0,25.0,0,7
1908,1,2,1,1,27.9,30.2,0,1
1909,0,11,1,2,6.8,3.8,2,43
1910,1,11,1,2,20.1,22.9,2,31
1911,1,2,0,2,6.5,3.5,2,5
1912,1,14,0,1,12.0,12.3,1,96
1913,0,20,1,1,12.7,13.0,3,42
1914,1,12,1,2,23.2,25.2,2,78
1915,0,14,0,1,35.4,39.2,2,113
1916,0,11,1,2,31.0,35.5,2,66
1917,1,21,0,1,12.0,12.3,2,36
1918,0,12,0,2,10.3,10.4,0,96
1919,0,0,1,1,20.0,21.8,2,22
1920,1,17,0,2,16.4,17.0,1,70
1921,0,21,1,1,24.7,26.8,1,64
1922,0,7,1,2,4.2,1.0,1,93
1923,1,15,1,1,23.5,24.5,1,46
1924,0,19,1,1,25.0,27.1,1,124
1925,0,20,0,1,21.1,25.0,2,101
1926,1,14,1,1,25.5,29.7,0,44
1927,0,11,1,1,34.3,40.0,0,45
1928,0,10,0,1,-2.5,-9.1,3,22
1929,1,0,1,1,2.8,1.5,0,4
1930,1,12,0,1,17.4,18.0,1,109
1931,1,6,0,1,3.5,1.2,0,3
1932,1,6,0,1,5.0,1.8,1,9
1933,0,13,1,1,16.0,16.5,2,72
1934,1,7,1,1,3.1,-0.2,1,35
1935,1,1,1,1,22.4,22.3,0,3
1936,1,11,1,2,18.8,19.5,1,58
1937,0,0,1,2,27.5,30.8,2,10
1938,0,10,0,1,4.4,0.2,2,27
1939,1,11,0,1,7.4,4.4,2,35
1940,0,20,0,1,18.2,18.9,0,61
1941,0,20,1,1,25.2,27.3,2,121
1942,1,4,1,1,10.3,10.4,1,0
1943,1,1,0,1,8.5,8.6,0,21
1944,0,2,0,1,7.6,5.6,1,3
1945,0,12,0,1,26.9,28.1,1,128
1946,0,12,1,1,12.8,13.1,3,54
1947,0,0,0,1,12.4,12.7,1,32
1948,0,13,1,1,22.6,25.5,2,81
1949,0,12,1,1,29.8,33.2,0,72
1950,0,3,0,1,26.3,31.5,1,7
1951,0,12,1,1,8.2,4.2,3,52
1952,0,8,1,2,23.2,24.2,4,170
1953,1,21,0,1,12.9,13.2,0,29
1954,1,18,1,1,10.3,10.4,4,80
1955,0,23,0,2,3.4,0.1,1,17
1956,0,14,0,2,7.2,5.2,1,60
1957,1,0,1,1,21.5,23.4,0,9
1958,0,5,0,1,5.4,3.2,0,0
1959,1,4,0,1,3.0,-0.3,1,1
1960,1,15,1,3,17.1,17.7,2,13
1961,0,20,0,1,6.1,3.0,2,28
1962,0,20,1,1,13.5,13.9,2,85
1963,0,12,1,1,7.6,4.6,2,49
1964,1,7,0,2,24.7,27.8,3,8
1965,1,23,1,2,29.4,32.8,1,39
1966,0,15,0,1,25.4,26.6,2,159
1967,1,0,0,1,21.1,21.0,1,31
1968,0,10,0,1,17.1,17.7,2,121
1969,0,11,0,2,0.5,-2.0,0,15
1970,0,21,1,1,8.0,5.0,2,42
1971,1,1,0,2,21.2,20.1,0,24
1972,1,17,1,3,8.8,6.9,1,53
1973,1,23,1,1,21.4,22.3,1,53
1974,1,1,0,1,2.5,-0.8,1,6
1975,1,9,1,1,14.2,14.6,2,66
1976,0,15,1,1,12.5,12.8,1,47
1977,0,18,1,1,22.3,24.2,2,197
1978,0,23,0,1,17.7,18.3,0,57
1979,0,12,1,2,11.1,11.3,1,57
1980,1,23,1,1,6.1,3.0,2,7
1981,0,13,1,2,29.2,30.6,1,68
1982,1,10,0,2,0.0,-3.5,1,18
1983,0,15,1,1,21.7,24.6,6,46
1984,0,3,1,1,23.6,25.6,0,0
1985,0,1,1,1,2.9,-2.4,2,2
1986,0,12,1,1,19.2,19.9,1,91
1987,0,0,1,1,10.4,10.6,2,13
1988,0,5,1,2,5.7,4.6,0,8
1989,1,3,1,1,12.8,13.1,2,0
1990,0,6,1,2,4.7,4.5,0,22
1991,1,11,0,2,22.9,23.9,1,108
1992,0,21,1,1,4.7,-0.5,3,30
1993,0,4,1,1,16.6,17.2,0,0
1994,1,21,1,1,20.1,20.9,0,45
1995,0,9,1,1,3.2,-0.1,1,61
1996,0,1,1,1,12.5,12.8,1,2
1997,1,18,1,1,31.0,38.5,2,149
1998,1,12,1,1,29.6,30.0,0,78
1999,1,19,1,3,9.6,9.7,2,47
2000,0,7,1,1,8.6,5.7,2,90
2001,0,11,1,2,13.0,13.3,0,52
2002,1,1,1,1,8.5,7.6,0,1
2003,1,5,0,1,8.2,6.2,1,1
2004,0,1,1,2,16.6,17.2,2,3
2005,1,16,1,1,17.9,18.6,1,86
2006,1,20,0,1,25.7,30.9,1,54
2007,0,21,1,1,12.4,12.7,1,48
2008,0,9,0,1,22.2,22.1,1,69
2009,1,22,0,2,3.2,-1.1,1,6
2010,1,23,1,1,24.0,26.0,1,51
2011,1,16,1,1,26.5,27.7,2,87
2012,1,17,1,3,13.0,13.3,0,49
2013,1,3,0,2,10.6,10.8,2,5
2014,0,5,1,2,8.4,6.5,2,9
2015,0,17,1,1,21.5,25.4,5,152
2016,1,13,1,2,27.3,30.6,1,69
2017,1,13,1,2,6.8,3.8,2,30
2018,0,5,1,1,6.1,3.0,1,5
2019,1,8,1,1,1.0,-3.4,2,76
2020,0,10,1,2,27.7,29.0,0,66
2021,1,19,1,1,14.0,14.4,2,67
2022,1,7,1,3,6.2,2.1,3,5
2023,0,19,0,1,8.6,6.7,1,65
2024,0,22,0,1,11.8,12.1,0,28
2025,1,12,1,2,3.4,0.1,1,25
2026,0,23,1,2,20.7,19.6,0,24
2027,1,10,1,1,27.2,30.4,0,36
2028,1,19,1,1,20.8,24.7,5,48
2029,0,22,1,1,16.0,16.6,1,42
2030,1,17,0,2,10.3,10.4,0,77
2031,1,0,1,2,18.4,19.1,0,9
2032,1,15,0,1,24.3,26.3,1,122
2033,1,11,0,1,24.6,27.7,1,59
2034,1,15,0,2,19.2,19.9,1,109
2035,1,1,0,3,8.3,5.3,2,7
2036,0,7,1,2,21.7,21.6,0,99
2037,0,13,1,1,24.8,25.9,0,71
2038,1,9,1,2,16.3,16.9,1,50
2039,1,12,1,1,31.7,34.2,1,62
2040,1,16,1,1,6.5,2.5,3,58
2041,0,12,0,2,12.1,12.4,0,99
2042,1,0,1,2,4.9,4.7,0,3
2043,1,1,0,2,1.4,-3.0,1,4
2044,0,17,0,2,18.7,19.4,2,157
2045,0,8,1,2,5.3,4.1,0,140
2046,0,23,1,1,16.4,17.0,0,30
2047,1,11,0,2,8.5,7.6,0,42
2048,0,21,1,1,25.6,27.8,2,99
2049,1,11,0,1,11.2,11.4,0,69
2050,1,9,0,1,12.3,12.6,3,46
2051,1,7,1,2,11.9,12.2,4,59
2052,0,21,1,1,15.6,16.1,1,58
2053,1,8,1,3,17.6,18.2,2,62
2054,0,11,0,1,13.3,13.7,1,128
2055,1,11,1,1,18.3,19.0,0,49
2056,1,13,0,2,14.1,14.5,2,57
2057,1,12,1,1,3.8,-2.5,4,19
2058,1,17,0,1,13.5,13.9,2,63
2059,0,14,1,1,13.1,13.5,2,76
2060,0,20,1,2,20.8,23.7,0,112
2061,1,1,1,2,17.5,18.1,1,4
2062,0,23,1,3,21.4,22.3,1,11
2063,1,7,1,1,7.2,5.2,1,77
2064,0,12,1,1,21.6,24.5,0,79
2065,1,1,1,3,8.2,5.2,2,0
2066,0,1,1,1,18.8,19.5,2,6
2067,1,3,0,1,28.6,33.9,0,6
2068,0,11,1,1,25.2,27.3,0,64
2069,1,19,1,2,22.7,23.7,2,81
2070,1,16,0,1,0.6,-6.9,4,22
2071,1,5,1,1,10.5,10.7,2,2
2072,0,17,0,1,16.1,16.7,2,124
2073,0,21,0,1,18.8,19.5,0,74
2074,0,22,1,1,17.9,18.6,1,43
2075,0,11,0,1,36.6,42.4,1,93
2076,0,9,1,1,27.4,31.7,0,86
2077,0,19,1,2,22.3,24.2,2,116
2078,0,0,1,3,21.2,20.1,0,12
2079,1,9,1,2,15.3,15.8,1,51
2080,1,23,1,1,5.8,2.7,2,11
2081,0,21,1,2,20.4,20.2,1,52
2082,1,3,1,2,6.5,5.5,0,0
2083,0,19,1,2,21.0,22.9,0,123
2084,0,14,0,1,15.2,15.7,2,147
2085,0,9,1,1,7.6,5.6,1,81
2086,0,20,1,1,11.5,11.8,0,74
2087,0,3,1,2,3.9,0.7,1,0
2088,0,14,1,1,29.4,32.8,0,62
2089,1,14,0,3,26.7,28.9,0,95
2090,1,22,1,1,23.2,25.2,2,29
2091,0,11,1,1,31.4,31.9,0,58
2092,0,8,1,1,18.1,18.8,2,186
2093,1,5,0,2,5.9,3.8,1,0
2094,1,1,1,1,8.3,8.3,0,3
2095,1,23,1,1,9.9,10.0,2,9
2096,1,11,1,2,8.3,8.3,0,34
2097,1,3,1,1,24.1,26.1,0,1
2098,1,9,1,1,-1.0,-5.6,1,35
2099,1,17,0,2,23.1,25.1,0,137
2100,0,23,0,2,13.3,13.7,2,22
2101,1,7,0,2,18.4,19.1,0,13
2102,0,5,0,1,1.2,0.8,0,0
2103,1,14,1,1,21.2,25.1,2,59
2104,0,10,0,1,24.5,26.6,0,92
2105,0,19,0,1,7.7,5.7,1,35
2106,1,0,1,1,20.3,25.1,1,10
2107,0,23,1,1,6.6,3.6,2,11
2108,0,1,0,2,3.7,0.4,0,9
2109,0,0,1,1,16.8,17.4,0,17
2110,1,1,1,1,17.8,18.5,0,3
2111,0,16,0,1,6.0,1.9,4,37
2112,0,23,0,1,21.6,22.5,0,20
2113,0,20,1,1,8.8,5.9,2,68
2114,0,11,1,1,32.8,33.4,2,78
2115,1,3,1,1,24.9,28.0,0,1
2116,0,0,0,1,22.5,24.5,0,47
2117,1,13,1,1,21.7,24.6,2,62
2118,0,0,0,2,12.7,13.0,0,25
2119,1,18,1,1,15.9,16.5,0,155
2120,1,6,0,2,11.3,11.6,2,2
2121,1,12,0,2,16.6,17.2,2,111
2122,1,10,0,2,16.7,17.3,1,50
2123,1,7,1,2,26.6,30.8,0,76
2124,1,20,0,1,17.5,18.1,4,53
2125,0,15,1,1,14.4,14.8,2,113
2126,1,17,0,2,18.5,19.2,1,81
2127,1,21,1,3,20.7,20.5,2,22
2128,1,8,1,1,17.0,17.6,2,134
2129,0,13,1,1,9.1,8.2,0,48
2130,0,9,0,1,24.5,27.6,3,88
2131,0,15,1,1,20.3,25.1,2,56
2132,0,16,1,2,22.0,24.9,2,99
2133,1,13,1,3,18.0,18.7,0,24
2134,0,4,0,2,3.5,1.2,0,0
2135,0,8,0,1,15.7,16.2,2,53
2136,0,12,1,2,25.4,28.5,3,79
2137,0,16,1,2,15.2,15.7,1,107
2138,1,5,1,1,20.0,23.8,1,7
2139,1,12,1,1,25.9,28.1,1,55
2140,0,12,1,1,28.8,35.1,0,67
2141,1,8,1,2,18.6,19.3,2,150
2142,0,0,1,1,22.2,24.1,0,16
2143,1,5,0,1,6.5,5.4,0,0
2144,0,22,1,1,22.7,24.7,0,55
2145,0,4,0,1,4.5,1.3,1,1
2146,0,11,1,1,28.7,32.0,2,55
2147,0,15,1,2,2.7,-1.6,2,18
2148,0,13,1,2,-1.7,-8.3,2,22
2149,0,22,1,1,7.5,3.5,2,40
2150,0,3,1,1,1.1,-1.3,0,2
2151,0,20,1,1,22.1,24.0,1,107
2152,0,1,1,1,14.0,14.4,1,11
2153,1,18,0,2,7.5,5.5,1,30
2154,1,14,0,1,16.7,17.3,2,108
2155,1,0,1,1,25.6,29.8,1,10
2156,0,2,1,2,10.4,10.6,2,0
2157,0,16,0,1,25.8,27.0,2,143
2158,0,8,1,2,3.9,-0.3,2,153
2159,1,21,1,1,27.2,31.4,1,74
2160,1,5,1,1,-1.4,-8.0,2,2
2161,0,2,1,1,13.2,13.6,1,1
2162,1,11,1,1,26.2,28.4,2,55
2163,1,15,1,1,20.8,23.7,4,63
2164,1,21,1,1,9.6,9.7,0,41
2165,1,2,0,3,6.7,5.7,1,5
2166,1,12,0,1,29.6,32.0,2,109
2167,0,12,0,1,22.5,25.4,2,135
2168,1,18,0,2,16.2,16.8,2,98
2169,1,6,1,1,25.3,28.4,0,30
2170,1,4,0,3,6.2,2.1,3,0
2171,0,7,0,2,8.7,6.8,1,11
2172,1,11,0,1,31.9,33.4,1,95
2173,0,2,1,1,16.4,17.0,0,2
2174,1,16,1,1,19.6,20.3,3,80
2175,1,8,1,3,21.5,20.4,1,95
2176,0,23,1,1,6.4,4.3,1,11
2177,1,21,0,1,4.3,4.1,0,8
2178,0,13,1,1,8.8,6.9,2,79
2179,1,19,1,1,0.0,-7.5,4,30
2180,1,0,0,1,4.6,1.4,1,11
2181,1,12,1,2,29.5,31.9,2,54
2182,1,15,1,1,29.5,29.9,1,74
2183,0,3,0,1,20.7,22.6,1,4
2184,0,15,1,1,31.0,32.5,1,59
2185,0,9,1,2,21.0,21.9,1,91
2186,0,1,1,1,0.2,-4.3,2,0
2187,1,9,1,2,12.0,12.3,4,76
2188,1,15,1,1,29.3,29.7,2,53
2189,0,18,1,1,8.5,5.5,2,141
2190,1,7,1,2,23.0,24.0,0,78
2191,0,15,0,1,12.8,13.1,1,106
2192,1,0,0,1,4.2,0.0,2,10
2193,1,18,1,3,30.6,36.1,3,92
2194,0,4,1,2,18.0,18.7,1,1
2195,0,14,0,1,7.4,4.4,2,71
2196,0,17,0,1,9.7,9.8,2,55
2197,1,23,0,1,15.8,16.3,0,36
2198,0,19,1,1,13.2,13.6,2,68
2199,1,4,1,2,25.8,30.0,0,1
2200,0,12,0,1,29.4,33.8,4,176
2201,0,19,0,1,23.8,25.8,0,85
2202,1,7,0,1,7.4,4.4,2,9
2203,1,1,1,2,19.8,16.6,0,9
2204,1,2,0,1,20.9,22.8,0,20
2205,1,5,1,2,13.6,14.0,0,5
2206,0,13,1,1,13.2,13.6,2,75
2207,1,18,0,1,-1.0,-7.6,2,16
2208,0,18,1,2,11.1,11.3,1,172
2209,1,5,1,2,8.5,6.6,1,6
2210,0,8,0,1,13.5,13.9,1,48
2211,0,4,1,1,10.5,10.7,1,0
2212,0,1,0,1,5.9,2.8,2,12
2213,1,12,0,2,25.9,29.1,1,105
2214,1,7,1,2,22.0,23.9,2,78
2215,1,4,1,1,2.2,1.9,0,0
2216,0,15,1,1,32.3,36.9,2,60
2217,0,15,0,1,3.6,-1.7,2,56
2218,0,22,1,1,17.8,18.5,2,63
2219,1,10,1,1,20.9,23.8,0,33
2220,0,6,0,1,24.4,27.5,2,11
2221,1,14,1,2,24.7,26.8,0,84
2222,1,17,0,1,2.1,-2.2,2,31
2223,0,11,0,2,10.8,11.0,0,102
2224,0,15,1,2,24.8,27.9,2,54
2225,1,9,0,1,29.2,32.6,0,54
2226,1,20,1,1,21.6,23.5,0,71
2227,0,14,1,1,17.1,17.7,2,48
2228,1,7,1,2,-0.9,-1.4,0,28
2229,1,11,1,1,-3.1,-7.8,1,13
2230,1,20,1,1,4.9,1.7,1,41
2231,0,23,0,1,26.3,28.5,0,28
2232,0,16,1,1,14.6,15.0,3,86
2233,1,8,1,2,3.0,0.7,0,61
2234,0,9,0,1,4.4,-0.8,3,22
2235,1,1,1,1,20.2,21.0,1,4
2236,0,5,0,2,3.0,-2.3,3,0
2237,1,1,1,1,22.7,24.7,0,3
2238,1,19,1,1,12.7,13.0,0,91
2239,1,16,0,1,6.7,4.7,1,29
2240,1,18,0,1,19.8,20.5,0,80
2241,0,2,1,1,22.2,22.1,0,2
2242,0,19,1,1,15.1,15.6,2,125
2243,1,23,1,1,15.5,16.0,1,16
2244,1,22,1,1,14.0,14.4,2,45
2245,0,13,0,2,30.1,34.6,0,128
2246,1,21,1,1,26.8,31.0,1,72
2247,1,2,1,2,24.5,26.6,0,2
2248,1,12,1,2,8.5,8.6,0,29
2249,1,11,1,2,8.4,6.4,1,21
2250,0,7,1,1,9.6,9.7,2,79
2251,0,0,0,1,6.7,5.7,0,11
2252,0,12,0,1,26.6,29.8,2,134
2253,0,11,1,1,19.1,19.8,2,70
2254,0,4,1,1,4.3,0.1,2,0
2255,1,14,1,1,37.1,41.0,2,44
2256,0,11,0,1,-2.0,-8.6,2,31
2257,0,15,1,1,17.2,17.8,2,89
2258,0,2,1,3,18.2,18.9,4,0
2259,1,14,1,3,2.5,2.2,0,11
2260,0,12,1,1,7.7,5.7,1,54
2261,1,23,1,3,-0.5,-6.0,1,11
2262,0,7,0,1,6.6,4.5,1,17
2263,0,17,1,1,29.0,30.3,1,215
2264,1,11,0,1,19.5,20.2,0,102
2265,1,22,1,3,8.4,4.4,3,22
2266,0,16,0,3,11.9,12.2,1,96
2267,1,22,1,2,22.6,24.5,2,39
2268,0,14,0,1,34.6,40.3,4,133
2269,1,16,0,1,25.5,27.7,2,144
2270,1,10,1,1,15.1,15.6,2,38
2271,0,13,1,1,24.5,25.6,2,99
2272,0,14,1,1,27.3,28.6,1,68
2273,1,2,1,2,15.5,16.0,1,3
2274,0,18,0,3,11.9,12.2,4,39
2275,0,3,1,1,15.3,15.8,0,1
2276,0,6,1,1,21.0,22.9,0,39
2277,1,0,0,2,10.9,11.1,1,21
2278,1,0,1,1,23.1,25.1,0,8
2279,0,23,1,2,5.7,1.5,2,9
2280,1,20,1,1,15.3,15.8,1,77
2281,1,0,1,1,23.9,25.9,2,20
2282,1,11,0,3,23.1,23.1,3,26
2283,0,22,1,3,11.9,12.2,2,13
2284,1,17,1,1,15.1,15.6,1,144
2285,0,9,1,2,23.1,24.1,1,91
2286,0,2,0,2,17.6,18.2,2,22
2287,1,13,0,1,15.7,16.2,0,96
2288,1,13,1,1,32.9,33.5,2,60
2289,0,19,0,1,25.3,26.4,2,96
2290,0,3,0,1,4.8,2.6,0,2
2291,1,13,0,1,15.1,15.6,4,93
2292,0,1,0,3,-4.2,-13.0,4,5
2293,1,3,1,1,21.0,22.9,2,1
2294,1,23,1,2,20.7,20.6,1,21
2295,0,17,1,2,32.2,32.8,1,183
2296,0,22,0,1,3.4,1.1,0,14
2297,0,15,1,1,29.9,34.3,2,71
2298,0,7,1,1,11.9,12.2,3,85
2299,1,10,1,1,-1.5,-4.1,0,17
2300,0,17,0,2,21.5,24.4,1,130
2301,0,3,0,1,7.9,5.9,1,7
2302,0,7,0,1,17.2,17.8,1,17
2303,1,15,1,1,27.8,28.1,2,54
2304,1,18,0,1,10.4,10.6,2,28
2305,1,15,0,2,22.8,24.8,1,135
2306,0,19,1,1,14.9,15.3,2,83
2307,1,16,1,1,12.9,13.2,0,71
2308,1,6,0,1,25.1,27.2,1,12
2309,0,11,1,1,28.1,28.4,0,71
2310,1,12,1,1,23.0,25.0,0,62
2311,1,0,1,1,25.5,28.7,2,8
2312,1,7,1,1,26.2,30.4,0,102
2313,1,20,1,1,11.1,11.3,1,61
2314,1,4,1,1,22.7,22.7,0,3
2315,1,3,0,2,9.6,9.7,1,4
2316,1,17,0,1,27.3,28.6,2,119
2317,1,0,0,2,5.9,5.8,0,9
2318,0,3,1,1,24.1,26.1,2,0
2319,1,12,0,1,7.8,4.8,2,28
2320,0,23,1,3,21.2,20.1,0,12
2321,0,13,1,1,19.7,20.4,0,81
2322,1,1,0,1,9.3,7.4,1,9
2323,0,21,0,1,4.2,4.0,0,16
2324,0,13,0,1,24.4,26.4,0,185
2325,1,23,0,1,-3.1,-11.8,4,6
2326,0,9,1,2,2.0,0.7,0,50
2327,0,15,1,2,9.1,7.2,1,76
2328,0,10,1,2,27.6,28.9,0,50
2329,1,2,0,1,12.3,12.6,3,5
2330,0,4,0,1,3.1,-1.2,1,1
2331,0,22,1,1,25.4,29.6,0,56
2332,0,2,1,1,11.0,11.2,0,3
2333,1,14,0,1,-0.4,-6.9,3,33
2334,1,6,1,1,17.9,18.6,0,32
2335,1,2,1,3,3.5,0.2,1,0
2336,0,2,1,1,3.0,-2.3,2,0
2337,0,1,0,2,5.7,4.6,0,23
2338,1,8,0,3,5.2,1.0,3,6
2339,0,4,1,2,17.2,17.8,2,0
2340,1,6,1,1,6.6,4.6,1,15
2341,0,6,1,1,17.4,18.0,0,39
2342,1,11,0,1,1.2,-3.2,2,21
2343,1,12,0,1,27.9,30.2,2,126
2344,0,8,1,1,26.9,30.1,0,150
2345,0,4,1,3,15.3,15.8,1,0
2346,0,2,1,1,3.1,2.8,0,0
2347,1,8,1,3,14.3,14.7,1,94
2348,0,0,1,1,24.8,27.9,0,14
2349,1,11,1,2,15.8,16.3,1,50
2350,1,7,0,1,22.4,24.3,1,15
2351,0,4,0,2,10.5,10.7,0,2
2352,0,9,0,1,25.6,28.8,1,84
2353,1,4,0,1,11.5,11.8,0,3
2354,0,4,1,1,14.5,14.9,0,0
2355,0,22,0,1,3.5,3.2,0,15
2356,0,14,0,1,20.4,25.2,2,191
2357,1,19,0,1,29.6,34.0,2,82
2358,1,13,1,1,8.6,5.7,3,33
2359,0,6,1,1,2.8,-3.5,4,11
2360,0,6,1,1,10.4,10.6,2,30
2361,1,4,1,1,8.3,8.3,0,2
2362,1,18,0,1,19.1,19.8,1,112
2363,1,17,1,1,19.6,20.3,2,128
2364,0,16,1,1,30.3,33.8,1,102
2365,1,5,1,2,14.1,14.5,0,2
2366,1,13,1,1,21.1,25.0,0,57
2367,0,11,1,1,13.9,14.3,3,46
2368,1,19,1,2,7.4,4.4,2,83
2369,1,10,0,1,2.4,-1.9,2,23
2370,1,23,1,1,29.2,31.5,0,23
2371,0,1,1,1,5.6,2.4,2,5
2372,1,3,1,3,15.5,16.0,3,0
2373,0,21,0,2,10.8,11.0,2,38
2374,0,16,0,2,22.5,24.5,2,110
2375,1,8,1,2,1.4,1.0,0,63
2376,1,10,1,2,22.0,20.9,0,19
2377,1,3,0,1,8.5,8.5,0,13
2378,1,6,1,1,2.7,-0.6,1,10
2379,1,22,1,2,27.0,29.2,1,45
2380,1,13,1,2,29.4,31.8,2,58
2381,0,10,0,2,11.0,11.2,0,42
2382,1,5,1,1,9.9,10.0,1,3
2383,1,14,1,1,26.0,28.2,2,43
2384,0,1,0,1,21.8,23.7,0,33
2385,1,20,1,1,22.9,24.9,0,89
2386,1,19,0,2,16.8,17.4,3,21
2387,0,15,1,1,32.1,35.7,2,81
2388,0,1,1,2,16.7,17.3,0,8
2389,0,17,0,1,4.0,-0.2,0,29
2390,0,23,0,2,21.6,22.5,2,39
2391,0,23,0,1,25.6,29.8,1,20
2392,1,22,1,2,20.6,21.4,1,44
2393,0,1,1,1,23.6,25.6,1,6
2394,1,7,1,3,20.4,20.2,0,25
2395,1,16,0,1,29.5,30.9,3,147
2396,0,17,1,1,26.6,29.8,2,94
2397,1,6,0,2,13.7,14.1,2,6
2398,1,10,1,2,20.8,20.7,2,16
2399,1,2,0,2,0.9,0.4,0,4
2400,0,7,1,2,5.6,2.5,1,81
2401,1,0,1,1,-1.3,-4.9,0,3
2402,1,23,1,1,6.7,3.7,2,28
2403,0,19,1,1,19.5,20.2,2,153
2404,0,3,1,1,14.5,14.9,1,0
2405,1,9,1,1,21.0,22.9,2,67
2406,1,6,1,1,18.7,19.4,2,24
2407,0,1,1,1,15.6,16.1,0,2
